Participant Code,Region,log_berpikir,k_numerikal,d_analisa,k_verbal,o_hasil,fleks,s_kerja,m_prestasi,kerjasama,k_interpersonal,pil_jabatan,prosen_kecocokan,hasil_rekomendasi
DCX_11995,-,2,4,3,3,2,1,3,3,3,3,DBT,77.5,Dipertimbangkan
DCX_11996,-,3,3,3,3,4,1,3,4,2,2,DBT,81.67,Dipertimbangkan
DCX_11997,-,2,2,3,3,4,2,4,3,2,3,DBT,79.17,Dipertimbangkan
DCX_11998,-,3,2,4,3,4,3,3,2,2,3,DBT,85.83,Dipertimbangkan
DCX_11999,-,3,2,3,3,4,3,3,3,3,3,DBT,89.17,Dipertimbangkan
DCX_12000,-,3,3,5,3,2,2,1,3,3,2,DBT,76.67,Dipertimbangkan
DCX_12001,-,1,2,2,1,3,3,2,4,4,3,DBT,71.67,Dipertimbangkan
DCX_12002,-,2,2,2,2,3,2,3,3,3,3,DBT,75,Dipertimbangkan
DCX_12003,-,2,1,4,3,3,2,2,2,3,4,DBT,73.33,Dipertimbangkan
DCX_12004,-,2,2,3,2,4,2,4,3,3,2,DBT,76.67,Dipertimbangkan
DCX_12005,-,1,2,1,1,4,3,3,3,4,3,DBT,72.5,Dipertimbangkan
DCX_12006,-,2,2,3,2,3,3,2,3,4,3,DBT,77.5,Dipertimbangkan
DCX_12007,-,2,3,4,2,4,2,3,3,4,3,DBT,85.83,Dipertimbangkan
DCX_12008,-,2,2,2,2,3,2,4,2,3,3,DBT,72.5,Dipertimbangkan
DCX_12009,-,2,3,4,2,3,2,3,2,2,4,DBT,77.5,Dipertimbangkan
DCX_12010,-,2,2,4,3,3,3,3,2,3,3,DBT,83.33,Dipertimbangkan
DCX_12011,-,3,4,4,3,1,3,1,2,3,3,DBT,78.33,Dipertimbangkan
DCX_12012,-,2,2,5,3,4,3,2,3,5,4,DBT,85,Dipertimbangkan
DCX_12013,-,2,2,2,1,4,2,4,2,3,3,DBT,72.5,Dipertimbangkan
DCX_12014,-,2,1,3,2,3,2,3,3,2,3,DBT,70.83,Dipertimbangkan
DCX_12015,-,3,2,2,3,3,2,3,3,3,3,DBT,80.83,Dipertimbangkan
DCX_12016,-,3,2,4,3,3,2,3,3,3,4,DBT,85.83,Dipertimbangkan
DCX_12017,-,1,1,3,2,4,3,3,3,4,4,DBT,76.67,Dipertimbangkan
DCX_12018,-,2,3,3,3,3,3,3,2,3,2,DBT,80.83,Dipertimbangkan
DCX_12019,-,3,2,3,3,3,2,4,2,3,3,DBT,80.83,Dipertimbangkan
DCX_12020,-,2,2,3,2,3,3,3,2,3,2,DBT,75,Dipertimbangkan
DCX_12021,-,2,2,4,2,3,2,3,2,4,4,DBT,77.5,Dipertimbangkan
DCX_12022,-,3,3,3,3,4,2,4,3,3,3,DBT,89.17,Dipertimbangkan
DCX_12023,-,3,2,3,4,4,2,4,3,2,3,DBT,85,Dipertimbangkan
DCX_12024,-,2,2,3,2,3,1,3,3,2,3,DBT,70.83,Dipertimbangkan
DCX_12025,-,3,2,3,3,4,3,3,2,3,2,DBT,83.33,Dipertimbangkan
DCX_12026,-,2,2,4,2,3,3,3,3,2,3,DBT,80,Dipertimbangkan
DCX_12027,-,3,2,4,3,3,2,4,3,3,2,DBT,82.5,Dipertimbangkan
DCX_12028,-,2,2,4,2,3,3,2,2,4,3,DBT,77.5,Dipertimbangkan
DCX_12029,-,3,2,3,3,2,2,1,3,3,3,DBT,74.17,Dipertimbangkan
DCX_12030,-,3,3,4,3,3,2,3,3,3,4,DBT,89.17,Dipertimbangkan
DCX_12031,-,2,1,3,3,3,3,3,3,3,3,DBT,80,Dipertimbangkan
DCX_12032,-,2,2,4,2,3,1,3,3,3,3,DBT,76.67,Dipertimbangkan
DCX_12033,-,3,3,4,3,3,3,3,2,3,3,DBT,90,Dipertimbangkan
DCX_12034,-,2,1,3,2,4,3,2,3,4,4,DBT,76.67,Dipertimbangkan
DCX_12035,-,3,2,3,3,3,2,3,4,3,3,DBT,85.83,Dipertimbangkan
DCX_12036,-,3,1,4,3,3,3,3,4,3,2,DBT,85,Dipertimbangkan
DCX_12037,-,3,2,4,3,3,2,2,3,3,3,DBT,82.5,Dipertimbangkan
DCX_12038,-,2,2,3,2,3,2,2,3,2,3,DBT,70.83,Dipertimbangkan
DCX_12039,-,2,2,3,2,3,4,3,2,3,3,DBT,78.33,Dipertimbangkan
DCX_12040,-,3,3,2,3,4,2,4,2,3,2,DBT,80.83,Dipertimbangkan
DCX_12041,-,2,2,3,3,3,2,3,2,2,3,DBT,74.17,Dipertimbangkan
DCX_12042,-,2,2,3,2,3,3,3,3,3,3,DBT,80.83,Dipertimbangkan
DCX_12043,-,3,3,4,3,4,2,4,3,2,3,DBT,88.33,Dipertimbangkan
DCX_12044,-,2,2,3,3,3,1,3,3,3,3,DBT,76.67,Dipertimbangkan
DCX_12045,-,2,2,2,2,4,2,4,3,3,2,DBT,74.17,Dipertimbangkan
DCX_12046,-,1,1,2,1,4,3,3,3,3,3,DBT,71.67,Dipertimbangkan
DCX_12047,-,3,3,4,3,3,2,2,3,3,3,DBT,85.83,Dipertimbangkan
DCX_12048,-,3,2,4,3,4,1,3,3,3,2,DBT,81.67,Dipertimbangkan
DCX_12049,-,2,3,3,3,3,2,3,4,2,3,DBT,82.5,Dipertimbangkan
DCX_12050,-,3,2,3,3,2,2,3,2,3,3,DBT,78.33,Dipertimbangkan
DCX_12051,-,2,1,2,3,4,3,3,3,3,2,DBT,76.67,Dipertimbangkan
DCX_12052,-,3,3,5,3,2,1,2,3,2,2,DBT,73.33,Dipertimbangkan
DCX_12053,-,2,2,3,2,3,2,3,3,3,2,DBT,74.17,Dipertimbangkan
DCX_12054,-,3,3,4,3,4,2,3,3,3,2,DBT,88.33,Dipertimbangkan
DCX_12055,-,2,2,3,2,4,1,3,4,3,2,DBT,75.83,Dipertimbangkan
DCX_12056,-,3,4,4,3,3,2,3,3,2,1,DBT,79.17,Dipertimbangkan
DCX_12057,-,3,3,3,3,4,2,4,2,3,2,DBT,83.33,Dipertimbangkan
DCX_12058,-,2,3,4,2,3,2,3,3,3,2,DBT,80,Dipertimbangkan
DCX_12059,-,3,2,3,3,3,2,3,2,3,3,DBT,80.83,Dipertimbangkan
DCX_12060,-,2,2,3,2,3,3,3,2,3,2,DBT,75,Dipertimbangkan
DCX_12061,-,2,2,3,3,3,2,4,2,2,4,DBT,74.17,Dipertimbangkan
DCX_12062,-,3,4,5,3,4,2,3,3,3,2,DBT,88.33,Dipertimbangkan
DCX_12063,-,2,1,2,2,4,2,4,3,3,3,DBT,74.17,Dipertimbangkan
DCX_12064,-,2,2,4,2,4,1,3,3,3,3,DBT,79.17,Dipertimbangkan
DCX_12065,-,2,1,2,2,3,3,2,3,3,4,DBT,71.67,Dipertimbangkan
DCX_12066,-,2,2,4,2,3,2,2,2,4,4,DBT,74.17,Dipertimbangkan
DCX_12067,-,2,3,3,2,3,2,3,3,3,1,DBT,74.17,Dipertimbangkan
DCX_12068,-,1,3,3,2,3,2,3,2,2,3,DBT,71.67,Dipertimbangkan
DCX_12069,-,3,4,4,3,4,2,3,2,4,2,DBT,85.83,Dipertimbangkan
DCX_12070,-,2,2,2,3,3,2,3,4,2,2,DBT,73.33,Dipertimbangkan
DCX_12071,-,2,2,4,3,3,3,2,2,3,4,DBT,80,Dipertimbangkan
DCX_12072,-,3,2,4,3,4,3,4,2,3,3,DBT,89.17,Dipertimbangkan
DCX_12073,-,2,2,3,3,3,2,3,3,4,3,DBT,80,Dipertimbangkan
DCX_12074,-,2,1,4,2,4,2,3,3,3,3,DBT,79.17,Dipertimbangkan
DCX_12075,-,3,4,4,3,2,3,2,3,3,3,DBT,86.67,Dipertimbangkan
DCX_12076,-,2,1,3,2,4,2,2,2,4,4,DBT,70.83,Dipertimbangkan
DCX_12077,-,2,2,4,2,3,2,3,3,3,2,DBT,76.67,Dipertimbangkan
DCX_12078,-,2,3,3,2,3,2,3,3,3,2,DBT,77.5,Dipertimbangkan
DCX_12079,-,3,4,5,3,3,2,3,3,3,3,DBT,89.17,Dipertimbangkan
DCX_12080,-,3,3,3,3,2,1,2,3,2,2,DBT,70.83,Dipertimbangkan
DCX_12081,-,2,1,3,2,3,2,2,3,3,3,DBT,70.83,Dipertimbangkan
DCX_12082,-,2,3,4,2,3,2,2,2,4,4,DBT,77.5,Dipertimbangkan
DCX_12083,-,3,4,3,3,3,3,2,2,3,3,DBT,84.17,Dipertimbangkan
DCX_12084,-,3,4,5,3,3,2,3,2,4,4,DBT,86.67,Dipertimbangkan
DCX_12085,-,2,2,4,2,3,2,3,3,2,2,DBT,73.33,Dipertimbangkan
DCX_12086,-,3,3,3,3,3,2,2,4,4,3,DBT,85.83,Dipertimbangkan
DCX_12087,-,2,1,2,2,3,2,3,3,3,3,DBT,71.67,Dipertimbangkan
DCX_12088,-,1,2,3,1,4,3,3,3,3,3,DBT,77.5,Dipertimbangkan
DCX_12089,-,2,4,3,3,3,1,3,4,2,3,DBT,79.17,Dipertimbangkan
DCX_12090,-,2,1,3,3,3,2,3,3,3,3,DBT,76.67,Dipertimbangkan
DCX_12091,-,2,1,3,2,3,3,3,3,4,4,DBT,77.5,Dipertimbangkan
DCX_12092,-,2,2,3,2,3,3,2,3,3,2,DBT,74.17,Dipertimbangkan
DCX_12093,-,2,2,3,3,3,2,3,3,4,3,DBT,80,Dipertimbangkan
DCX_12094,-,2,3,3,2,3,3,2,3,3,3,DBT,80.83,Dipertimbangkan
DCX_12095,-,1,1,3,1,4,2,4,3,3,3,DBT,70.83,Dipertimbangkan
DCX_12096,-,3,4,4,3,3,2,3,3,3,1,DBT,82.5,Dipertimbangkan
DCX_12097,-,3,3,3,3,3,2,2,4,3,3,DBT,85.83,Dipertimbangkan
DCX_12098,-,3,2,4,3,4,1,3,3,3,2,DBT,81.67,Dipertimbangkan
DCX_12099,-,3,2,4,3,4,1,3,3,3,1,DBT,78.33,Dipertimbangkan
DCX_12100,-,3,2,3,3,2,2,3,2,3,2,DBT,75,Dipertimbangkan
DCX_12101,-,2,1,2,2,4,4,2,3,5,4,DBT,74.17,Dipertimbangkan
DCX_12102,-,3,2,3,3,4,2,3,3,4,3,DBT,85.83,Dipertimbangkan
DCX_12103,-,2,2,2,2,3,2,2,3,3,3,DBT,71.67,Dipertimbangkan
DCX_12104,-,3,3,3,3,2,1,2,3,2,2,DBT,70.83,Dipertimbangkan
DCX_12105,-,2,2,3,3,3,1,2,4,3,2,DBT,72.5,Dipertimbangkan
DCX_12106,-,3,3,4,3,3,2,2,2,4,3,DBT,83.33,Dipertimbangkan
DCX_12107,-,1,1,3,1,4,3,3,3,3,3,DBT,74.17,Dipertimbangkan
DCX_12108,-,2,3,4,2,3,3,3,3,4,3,DBT,86.67,Dipertimbangkan
DCX_12109,-,2,2,3,2,4,1,4,3,3,3,DBT,76.67,Dipertimbangkan
DCX_12110,-,3,4,4,3,2,2,3,2,3,2,DBT,80.83,Dipertimbangkan
DCX_12111,-,2,2,3,3,3,2,4,3,3,2,DBT,76.67,Dipertimbangkan
DCX_12112,-,2,2,4,2,3,3,3,4,4,2,DBT,82.5,Dipertimbangkan
DCX_12113,-,2,2,3,2,4,2,4,3,3,3,DBT,80,Dipertimbangkan
DCX_12114,-,3,3,4,3,3,3,2,2,5,4,DBT,86.67,Dipertimbangkan
DCX_12115,-,3,2,4,3,3,3,3,2,4,3,DBT,86.67,Dipertimbangkan
DCX_12116,-,3,3,3,3,4,2,3,3,3,3,DBT,89.17,Dipertimbangkan
DCX_12117,-,2,2,3,1,4,2,4,3,3,3,DBT,77.5,Dipertimbangkan
DCX_12118,-,2,2,3,3,3,2,3,3,4,3,DBT,80,Dipertimbangkan
DCX_12119,-,1,1,3,1,4,2,3,3,3,3,DBT,70.83,Dipertimbangkan
DCX_12120,-,2,2,2,2,3,2,2,3,4,3,DBT,71.67,Dipertimbangkan
DCX_12121,-,3,2,3,3,3,1,4,2,2,2,DBT,70.83,Dipertimbangkan
DCX_12122,-,3,3,4,3,3,2,3,3,4,2,DBT,85.83,Dipertimbangkan
DCX_12123,-,2,2,3,2,3,2,3,2,3,3,DBT,75,Dipertimbangkan
DCX_12124,-,3,2,3,3,3,3,2,2,3,3,DBT,80.83,Dipertimbangkan
DCX_12125,-,2,2,4,3,3,1,3,4,3,3,DBT,81.67,Dipertimbangkan
DCX_12126,-,2,2,3,2,4,1,4,2,3,3,DBT,74.17,Dipertimbangkan
DCX_12127,-,2,1,3,2,4,3,2,4,3,3,DBT,79.17,Dipertimbangkan
DCX_12128,-,1,1,3,2,4,4,3,2,3,4,DBT,74.17,Dipertimbangkan
DCX_12129,-,2,1,2,2,3,3,3,2,4,3,DBT,72.5,Dipertimbangkan
DCX_12130,-,2,2,4,3,3,3,2,2,3,3,DBT,80,Dipertimbangkan
DCX_12131,-,1,1,4,1,3,3,3,3,2,3,DBT,70.83,Dipertimbangkan
DCX_12132,-,2,2,4,1,2,2,2,4,3,3,DBT,74.17,Dipertimbangkan
DCX_12133,-,2,2,4,3,3,1,3,3,2,2,DBT,72.5,Dipertimbangkan
DCX_12134,-,3,3,3,3,3,2,3,4,2,2,DBT,82.5,Dipertimbangkan
DCX_12135,-,2,2,4,2,4,2,3,3,3,2,DBT,79.17,Dipertimbangkan
DCX_12136,-,3,3,2,3,3,1,3,2,2,2,DBT,71.67,Dipertimbangkan
DCX_12137,-,2,2,4,3,3,2,3,3,3,2,DBT,79.17,Dipertimbangkan
DCX_12138,-,2,2,3,3,4,1,3,3,3,2,DBT,75.83,Dipertimbangkan
DCX_12139,-,2,2,3,3,3,3,2,3,4,3,DBT,80,Dipertimbangkan
DCX_12140,-,2,1,4,3,4,2,3,3,4,3,DBT,81.67,Dipertimbangkan
DCX_12141,-,2,2,3,3,3,2,3,2,3,2,DBT,74.17,Dipertimbangkan
DCX_12142,-,2,2,4,2,3,2,3,3,3,3,DBT,80,Dipertimbangkan
DCX_12143,-,2,2,3,2,3,3,3,4,3,3,DBT,83.33,Dipertimbangkan
DCX_12144,-,2,2,3,3,3,3,2,2,4,3,DBT,77.5,Dipertimbangkan
DCX_12145,-,3,4,4,3,4,2,3,3,3,2,DBT,88.33,Dipertimbangkan
DCX_12146,-,3,2,4,3,3,2,3,3,3,2,DBT,82.5,Dipertimbangkan
DCX_12147,-,1,1,3,2,4,2,3,3,3,3,DBT,73.33,Dipertimbangkan
DCX_12148,-,2,2,2,2,3,3,2,3,3,3,DBT,75,Dipertimbangkan
DCX_12149,-,3,3,4,3,3,2,3,2,3,3,DBT,86.67,Dipertimbangkan
DCX_12150,-,2,2,3,3,3,2,3,3,4,3,DBT,80,Dipertimbangkan
DCX_12151,-,2,2,2,3,3,2,3,3,3,3,DBT,77.5,Dipertimbangkan
DCX_12152,-,3,2,3,3,2,2,2,1,3,3,DBT,72.5,Dipertimbangkan
DCX_12153,-,3,3,3,3,3,1,3,2,3,2,DBT,77.5,Dipertimbangkan
DCX_12154,-,1,2,3,1,4,3,3,3,3,3,DBT,77.5,Dipertimbangkan
DCX_12155,-,2,2,3,2,3,2,3,2,3,3,DBT,75,Dipertimbangkan
DCX_12156,-,2,3,3,1,3,2,3,2,3,3,DBT,75.83,Dipertimbangkan
DCX_12157,-,2,2,4,2,3,2,3,2,3,3,DBT,77.5,Dipertimbangkan
DCX_12158,-,1,1,3,2,3,3,2,4,3,3,DBT,73.33,Dipertimbangkan
DCX_12159,-,2,2,4,2,4,2,2,4,3,3,DBT,81.67,Dipertimbangkan
DCX_12160,-,2,2,4,3,3,2,2,2,4,4,DBT,76.67,Dipertimbangkan
DCX_12161,-,2,2,4,3,4,2,4,3,3,1,DBT,78.33,Dipertimbangkan
DCX_12162,-,2,2,3,3,2,3,1,2,3,4,DBT,71.67,Dipertimbangkan
DCX_12163,-,2,2,3,2,4,3,2,3,4,3,DBT,80,Dipertimbangkan
DCX_12164,-,2,3,3,3,4,2,4,3,3,3,DBT,85.83,Dipertimbangkan
DCX_12165,-,3,3,4,3,3,2,3,2,3,2,DBT,83.33,Dipertimbangkan
DCX_12166,-,2,2,3,1,4,2,3,3,3,2,DBT,74.17,Dipertimbangkan
DCX_12167,-,3,2,3,3,4,2,3,3,4,3,DBT,85.83,Dipertimbangkan
DCX_12168,-,2,2,3,2,3,2,3,3,3,3,DBT,77.5,Dipertimbangkan
DCX_12169,-,3,3,4,3,4,1,3,3,3,2,DBT,85,Dipertimbangkan
DCX_12170,-,2,2,4,3,4,2,4,3,3,3,DBT,85,Dipertimbangkan
DCX_12171,-,2,3,4,2,3,3,2,3,3,4,DBT,83.33,Dipertimbangkan
DCX_12172,-,2,2,4,2,3,2,2,3,2,3,DBT,73.33,Dipertimbangkan
DCX_12173,-,3,3,3,3,3,3,3,2,4,3,DBT,87.5,Dipertimbangkan
DCX_12174,-,2,2,3,2,3,2,3,3,3,3,DBT,77.5,Dipertimbangkan
DCX_12175,-,2,3,4,2,2,3,1,2,3,3,DBT,75,Dipertimbangkan
DCX_12176,-,2,1,3,2,3,2,2,3,3,3,DBT,70.83,Dipertimbangkan
DCX_12177,-,3,2,3,4,3,2,2,3,2,2,DBT,75.83,Dipertimbangkan
DCX_12178,-,2,2,3,2,2,2,2,3,3,3,DBT,71.67,Dipertimbangkan
DCX_12179,-,1,1,3,2,4,2,3,3,3,3,DBT,73.33,Dipertimbangkan
DCX_12180,-,1,1,3,2,4,2,3,4,4,4,DBT,75.83,Dipertimbangkan
DCX_12181,-,2,3,3,2,4,2,3,4,3,2,DBT,82.5,Dipertimbangkan
DCX_12182,-,2,2,2,3,4,2,3,4,2,2,DBT,75.83,Dipertimbangkan
DCX_12183,-,2,2,3,1,3,2,2,3,3,3,DBT,71.67,Dipertimbangkan
DCX_12184,-,3,3,3,2,3,3,3,2,3,3,DBT,85,Dipertimbangkan
DCX_12185,-,3,2,4,3,3,1,4,2,3,3,DBT,80,Dipertimbangkan
DCX_12186,-,3,3,3,3,3,1,2,3,3,2,DBT,76.67,Dipertimbangkan
DCX_12187,-,2,2,3,2,3,2,3,3,4,4,DBT,77.5,Dipertimbangkan
DCX_12188,-,2,2,3,2,4,3,3,2,4,3,DBT,80.83,Dipertimbangkan
DCX_12189,-,3,3,4,3,4,2,3,3,3,2,DBT,88.33,Dipertimbangkan
DCX_12190,-,1,2,4,2,4,3,2,3,4,3,DBT,79.17,Dipertimbangkan
DCX_12191,-,3,2,3,3,2,2,2,2,4,4,DBT,75,Dipertimbangkan
DCX_12192,-,2,2,2,2,4,2,3,2,3,2,DBT,71.67,Dipertimbangkan
DCX_12193,-,2,2,4,3,2,3,2,2,3,3,DBT,77.5,Dipertimbangkan
DCX_12194,-,2,1,3,3,3,3,2,2,4,4,DBT,74.17,Dipertimbangkan
DCX_12195,-,2,1,3,2,3,3,2,3,4,3,DBT,74.17,Dipertimbangkan
DCX_12196,-,2,2,3,3,4,1,4,3,3,2,DBT,75.83,Dipertimbangkan
DCX_12197,-,1,2,2,1,4,2,3,3,3,3,DBT,71.67,Dipertimbangkan
DCX_12198,-,3,3,4,3,3,2,3,3,3,2,DBT,85.83,Dipertimbangkan
DCX_12199,-,2,2,3,2,3,2,3,2,3,3,DBT,75,Dipertimbangkan
DCX_12200,-,3,2,2,3,4,1,3,3,2,3,DBT,76.67,Dipertimbangkan
DCX_12201,-,2,1,3,3,3,3,3,3,3,4,DBT,80,Dipertimbangkan
DCX_12202,-,2,3,3,2,4,1,4,2,3,3,DBT,77.5,Dipertimbangkan
DCX_12203,-,2,2,3,2,4,2,3,3,3,3,DBT,80,Dipertimbangkan
DCX_12204,-,2,3,2,3,1,3,2,1,3,3,DBT,70.83,Dipertimbangkan
DCX_12205,-,3,2,4,2,3,3,3,3,4,3,DBT,86.67,Dipertimbangkan
DCX_12206,-,2,3,3,3,2,2,2,4,3,3,DBT,80,Dipertimbangkan
DCX_12207,-,3,3,4,3,2,2,2,4,4,3,DBT,85.83,Dipertimbangkan
DCX_12208,-,3,2,2,3,4,2,4,3,2,1,DBT,73.33,Dipertimbangkan
DCX_12209,-,3,2,3,3,4,1,3,3,3,2,DBT,79.17,Dipertimbangkan
DCX_12210,-,2,2,3,2,3,2,3,3,2,2,DBT,70.83,Dipertimbangkan
DCX_12211,-,2,2,3,2,4,3,3,2,3,4,DBT,80.83,Dipertimbangkan
DCX_12212,-,2,2,3,3,4,2,3,3,2,2,DBT,75.83,Dipertimbangkan
DCX_12213,-,2,2,2,3,3,3,2,3,3,4,DBT,77.5,Dipertimbangkan
DCX_12214,-,2,2,3,2,4,3,3,3,3,3,DBT,83.33,Dipertimbangkan
DCX_12215,-,3,2,2,3,4,1,3,3,3,2,DBT,76.67,Dipertimbangkan
DCX_12216,-,2,2,3,1,4,2,4,4,3,2,DBT,76.67,Dipertimbangkan
DCX_12217,-,2,1,3,3,3,2,3,3,2,3,DBT,73.33,Dipertimbangkan
DCX_12218,-,2,2,4,2,3,3,3,2,3,3,DBT,80.83,Dipertimbangkan
DCX_12219,-,3,4,4,3,3,2,3,3,2,2,DBT,82.5,Dipertimbangkan
DCX_12220,-,2,2,2,2,3,2,3,3,3,3,DBT,75,Dipertimbangkan
DCX_12221,-,2,2,3,3,2,3,2,2,3,3,DBT,75,Dipertimbangkan
DCX_12222,-,2,2,2,2,4,3,3,2,3,3,DBT,78.33,Dipertimbangkan
DCX_12223,-,2,3,3,2,3,3,3,2,3,3,DBT,81.67,Dipertimbangkan
DCX_12224,-,3,2,2,3,4,3,3,3,4,4,DBT,86.67,Dipertimbangkan
DCX_12225,-,3,3,4,3,3,2,2,3,4,3,DBT,85.83,Dipertimbangkan
DCX_12226,-,1,2,3,2,4,3,3,2,3,2,DBT,74.17,Dipertimbangkan
DCX_12227,-,1,2,3,1,4,3,3,3,3,3,DBT,77.5,Dipertimbangkan
DCX_12228,-,2,2,3,3,3,2,2,3,3,3,DBT,76.67,Dipertimbangkan
DCX_12229,-,2,2,3,1,4,3,4,3,3,3,DBT,80.83,Dipertimbangkan
DCX_12230,-,3,3,4,3,3,1,3,2,3,3,DBT,83.33,Dipertimbangkan
DCX_12231,-,3,2,3,3,4,2,3,3,3,3,DBT,85.83,Dipertimbangkan
DCX_12232,-,2,2,4,2,2,2,2,3,3,3,DBT,74.17,Dipertimbangkan
DCX_12233,-,2,1,3,3,4,2,2,2,4,4,DBT,73.33,Dipertimbangkan
DCX_12234,-,2,2,3,3,2,2,2,3,4,3,DBT,74.17,Dipertimbangkan
DCX_12235,-,2,2,3,3,3,2,3,2,3,2,DBT,74.17,Dipertimbangkan
DCX_12236,-,2,2,4,2,3,2,2,3,4,4,DBT,76.67,Dipertimbangkan
DCX_12237,-,2,3,2,2,4,2,3,3,3,1,DBT,74.17,Dipertimbangkan
DCX_12238,-,3,3,4,3,2,3,1,2,4,4,DBT,80.83,Dipertimbangkan
DCX_12239,-,1,1,3,1,4,2,4,3,3,3,DBT,70.83,Dipertimbangkan
DCX_12240,-,2,2,3,2,3,1,3,3,3,3,DBT,74.17,Dipertimbangkan
DCX_12241,-,2,2,3,1,3,3,2,3,4,3,DBT,75,Dipertimbangkan
DCX_12242,-,2,2,3,3,4,2,4,2,3,2,DBT,76.67,Dipertimbangkan
DCX_12243,-,3,2,4,3,2,3,1,2,4,3,DBT,77.5,Dipertimbangkan
DCX_12244,-,1,2,2,2,4,2,3,3,3,3,DBT,74.17,Dipertimbangkan
DCX_12245,-,2,3,4,3,2,2,1,4,3,3,DBT,79.17,Dipertimbangkan
DCX_12246,-,2,2,2,2,3,2,3,2,4,4,DBT,72.5,Dipertimbangkan
DCX_12247,-,2,3,3,3,3,2,3,2,3,2,DBT,77.5,Dipertimbangkan
DCX_12248,-,1,1,3,1,4,2,4,3,3,3,DBT,70.83,Dipertimbangkan
DCX_12249,-,1,2,3,2,4,3,3,2,3,3,DBT,77.5,Dipertimbangkan
DCX_12250,-,3,2,4,3,3,2,2,3,3,3,DBT,82.5,Dipertimbangkan
DCX_12251,-,2,2,3,2,3,2,2,4,4,3,DBT,76.67,Dipertimbangkan
DCX_12252,-,3,3,4,3,4,1,3,3,2,2,DBT,81.67,Dipertimbangkan
DCX_12253,-,2,3,3,2,3,2,2,2,4,3,DBT,75,Dipertimbangkan
DCX_12254,-,2,2,2,2,3,2,3,2,4,3,DBT,72.5,Dipertimbangkan
DCX_12255,-,2,2,4,2,4,2,4,2,3,3,DBT,80,Dipertimbangkan
DCX_12256,-,2,1,3,1,4,2,4,3,2,3,DBT,70.83,Dipertimbangkan
DCX_12257,-,2,2,3,2,4,3,3,2,3,3,DBT,80.83,Dipertimbangkan
DCX_12258,-,2,2,4,3,4,2,3,3,3,3,DBT,85,Dipertimbangkan
DCX_12259,-,2,2,3,2,3,2,3,2,3,3,DBT,75,Dipertimbangkan
DCX_12260,-,3,2,4,3,3,3,2,2,3,4,DBT,83.33,Dipertimbangkan
DCX_12261,-,2,2,4,3,2,3,2,3,3,2,DBT,76.67,Dipertimbangkan
DCX_12262,-,2,1,3,1,4,3,4,3,3,3,DBT,77.5,Dipertimbangkan
DCX_12263,-,1,2,2,2,3,2,4,3,4,3,DBT,71.67,Dipertimbangkan
DCX_12264,-,3,2,2,3,3,2,3,3,3,3,DBT,80.83,Dipertimbangkan
DCX_12265,-,1,1,2,1,4,3,3,3,3,3,DBT,71.67,Dipertimbangkan
DCX_12266,-,1,2,3,2,4,3,2,3,3,4,DBT,76.67,Dipertimbangkan
DCX_12267,-,3,3,4,3,3,2,3,3,3,3,DBT,89.17,Dipertimbangkan
DCX_12268,-,2,2,4,3,3,3,2,2,3,3,DBT,80,Dipertimbangkan
DCX_12269,-,2,2,3,2,3,3,3,3,3,3,DBT,80.83,Dipertimbangkan
DCX_12270,-,2,1,4,3,3,3,3,2,3,4,DBT,80,Dipertimbangkan
DCX_12271,-,3,3,4,3,3,1,4,3,4,3,DBT,85.83,Dipertimbangkan
DCX_12272,-,3,3,4,3,2,2,2,3,3,3,DBT,83.33,Dipertimbangkan
DCX_12273,-,2,2,4,3,3,1,3,3,3,2,DBT,75.83,Dipertimbangkan
DCX_12274,-,2,1,3,3,3,2,3,3,2,3,DBT,73.33,Dipertimbangkan
DCX_12275,-,2,2,3,2,4,2,3,3,2,2,DBT,73.33,Dipertimbangkan
DCX_12276,-,1,1,3,2,3,2,3,3,3,3,DBT,70.83,Dipertimbangkan
DCX_12277,-,3,3,4,3,3,2,2,3,4,4,DBT,85.83,Dipertimbangkan
DCX_12278,-,2,2,3,3,4,2,4,2,2,3,DBT,76.67,Dipertimbangkan
DCX_12279,-,2,2,3,1,4,2,3,3,3,2,DBT,74.17,Dipertimbangkan
DCX_12280,-,2,3,5,2,3,2,3,2,3,2,DBT,77.5,Dipertimbangkan
DCX_12281,-,2,3,3,1,4,3,3,3,3,3,DBT,84.17,Dipertimbangkan
DCX_12282,-,2,3,3,1,3,2,3,3,3,3,DBT,78.33,Dipertimbangkan
DCX_12283,-,2,2,2,1,4,2,3,3,4,3,DBT,75,Dipertimbangkan
DCX_12284,-,2,1,3,2,2,2,2,4,3,3,DBT,70.83,Dipertimbangkan
DCX_12285,-,2,1,3,2,4,2,3,3,3,2,DBT,73.33,Dipertimbangkan
DCX_12286,-,3,4,4,3,4,4,2,2,3,3,DBT,89.17,Dipertimbangkan
DCX_12287,-,1,1,2,2,3,3,3,3,3,4,DBT,71.67,Dipertimbangkan
DCX_12288,-,3,2,4,3,4,2,3,3,2,2,DBT,81.67,Dipertimbangkan
DCX_12289,-,2,2,3,2,3,2,3,2,3,3,DBT,75,Dipertimbangkan
DCX_12290,-,3,2,3,3,4,2,4,3,2,2,DBT,79.17,Dipertimbangkan
DCX_12291,-,3,2,3,3,3,2,3,4,3,2,DBT,82.5,Dipertimbangkan
