Participant Code,Region,log_berpikir,k_numerikal,d_analisa,k_verbal,o_hasil,fleks,s_kerja,m_prestasi,kerjasama,k_interpersonal,pil_jabatan,prosen_kecocokan,hasil_rekomendasi
DCX_3373,SUMATERA 1,1,2,2,1,2,3,3,2,2,3,SALES,70.83,Dipertimbangkan
DCX_3374,SUMATERA 1,2,2,3,2,3,2,3,2,2,3,SALES,83.33,Dipertimbangkan
DCX_3375,SUMATERA 1,2,2,3,3,3,2,2,3,3,3,SALES,85.83,Dipertimbangkan
DCX_3376,SUMATERA 1,1,1,3,1,3,2,3,2,4,3,SALES,73.33,Dipertimbangkan
DCX_3377,SUMATERA 1,2,1,2,3,3,3,3,3,4,3,SALES,86.67,Dipertimbangkan
DCX_3378,SUMATERA 1,1,1,2,2,3,3,3,2,4,4,SALES,80.83,Dipertimbangkan
DCX_3379,SUMATERA 1,2,1,3,3,3,3,2,4,3,2,SALES,81.67,Dipertimbangkan
DCX_3380,SUMATERA 1,3,2,4,3,3,2,3,3,2,3,SALES,86.67,Dipertimbangkan
DCX_3381,SUMATERA 1,1,1,3,1,3,3,3,2,3,3,SALES,74.17,Dipertimbangkan
DCX_3382,SUMATERA 1,1,2,2,2,2,2,2,2,4,3,SALES,74.17,Dipertimbangkan
DCX_3383,SUMATERA 1,2,2,3,2,3,2,4,2,3,3,SALES,85.83,Dipertimbangkan
DCX_3384,SUMATERA 1,1,2,1,1,3,2,3,2,4,4,SALES,74.17,Dipertimbangkan
DCX_3385,SUMATERA 1,3,2,3,3,3,3,2,2,3,4,SALES,88.33,Dipertimbangkan
DCX_3386,SUMATERA 1,3,2,3,3,3,2,2,3,3,4,SALES,88.33,Dipertimbangkan
DCX_3387,SUMATERA 1,1,1,3,1,3,2,3,3,3,2,SALES,71.67,Dipertimbangkan
DCX_3388,SUMATERA 1,2,2,3,2,2,2,2,2,3,3,SALES,80,Dipertimbangkan
DCX_3389,SUMATERA 1,1,2,3,1,3,3,2,3,4,4,SALES,84.17,Dipertimbangkan
DCX_3390,SUMATERA 1,1,1,2,1,4,2,4,4,3,2,SALES,70.83,Dipertimbangkan
DCX_3391,SUMATERA 1,1,2,3,1,3,3,3,2,4,3,SALES,81.67,Dipertimbangkan
DCX_3392,SUMATERA 1,3,4,3,3,3,1,3,3,3,1,SALES,80.83,Dipertimbangkan
DCX_3393,SUMATERA 1,2,3,4,3,2,1,2,3,2,3,SALES,77.5,Dipertimbangkan
DCX_3394,SUMATERA 1,2,1,2,2,2,3,2,2,3,3,SALES,75,Dipertimbangkan
DCX_3395,SUMATERA 1,2,2,3,2,3,1,3,3,3,2,SALES,83.33,Dipertimbangkan
DCX_3396,SUMATERA 1,2,3,2,1,3,2,2,3,3,3,SALES,77.5,Dipertimbangkan
DCX_3397,SUMATERA 1,2,2,3,1,4,2,3,3,3,3,SALES,86.67,Dipertimbangkan
DCX_3398,SUMATERA 1,1,2,3,1,4,3,3,3,3,3,SALES,85,Dipertimbangkan
DCX_3399,SUMATERA 1,3,3,4,3,2,3,2,4,3,2,SALES,84.17,Dipertimbangkan
DCX_3400,SUMATERA 1,2,1,2,2,2,2,1,4,3,3,SALES,71.67,Dipertimbangkan
DCX_3401,SUMATERA 1,2,2,2,2,3,2,2,4,4,3,SALES,85,Dipertimbangkan
DCX_3402,SUMATERA 1,1,2,2,1,3,2,3,2,3,3,SALES,72.5,Dipertimbangkan
DCX_3403,SUMATERA 1,1,1,2,1,3,2,3,3,3,3,SALES,70.83,Dipertimbangkan
DCX_3404,SUMATERA 1,3,4,3,3,3,1,2,2,3,3,SALES,79.17,Dipertimbangkan
DCX_3405,SUMATERA 1,1,1,2,1,3,3,2,3,4,4,SALES,75.83,Dipertimbangkan
DCX_3406,SUMATERA 1,2,2,3,2,4,3,2,2,3,3,SALES,88.33,Dipertimbangkan
DCX_3407,SUMATERA 1,2,2,2,2,3,2,3,3,3,3,SALES,85.83,Dipertimbangkan
DCX_3408,SUMATERA 1,1,1,2,2,3,1,3,3,3,3,SALES,72.5,Dipertimbangkan
DCX_3409,SUMATERA 1,2,1,4,1,3,2,3,3,3,3,SALES,79.17,Dipertimbangkan
DCX_3410,SUMATERA 1,1,1,2,2,3,3,2,3,4,3,SALES,78.33,Dipertimbangkan
DCX_3411,SUMATERA 1,2,2,2,2,3,3,3,3,3,3,SALES,89.17,Dipertimbangkan
DCX_3412,SUMATERA 1,2,1,3,2,4,2,4,3,3,4,SALES,89.17,Dipertimbangkan
DCX_3413,SUMATERA 1,1,2,1,1,3,2,3,3,3,3,SALES,72.5,Dipertimbangkan
DCX_3414,SUMATERA 1,2,2,3,3,2,3,2,1,4,3,SALES,82.5,Dipertimbangkan
DCX_3415,SUMATERA 1,1,2,2,2,2,2,1,2,4,4,SALES,73.33,Dipertimbangkan
DCX_3416,SUMATERA 1,2,2,3,1,3,2,2,3,3,2,SALES,78.33,Dipertimbangkan
DCX_3417,SUMATERA 1,1,2,2,2,3,1,3,3,3,3,SALES,77.5,Dipertimbangkan
DCX_3418,SUMATERA 1,3,2,3,3,3,2,3,3,3,3,SALES,89.17,Dipertimbangkan
DCX_3419,SUMATERA 1,1,1,3,2,3,2,3,2,3,3,SALES,75.83,Dipertimbangkan
DCX_3420,SUMATERA 1,3,3,3,3,2,3,3,1,2,3,SALES,80.83,Dipertimbangkan
DCX_3421,SUMATERA 1,3,3,3,3,3,2,2,3,3,2,SALES,83.33,Dipertimbangkan
DCX_3422,SUMATERA 1,1,1,3,1,3,2,3,2,3,4,SALES,73.33,Dipertimbangkan
DCX_3423,SUMATERA 1,2,3,3,3,3,2,3,3,2,3,SALES,86.67,Dipertimbangkan
DCX_3424,SUMATERA 1,2,3,3,2,2,2,2,2,3,2,SALES,77.5,Dipertimbangkan
DCX_3425,SUMATERA 1,1,2,3,1,2,2,2,3,3,3,SALES,73.33,Dipertimbangkan
DCX_3426,SUMATERA 1,2,2,4,2,3,3,2,2,3,3,SALES,85.83,Dipertimbangkan
DCX_3427,SUMATERA 1,2,2,2,2,3,2,3,3,3,2,SALES,83.33,Dipertimbangkan
DCX_3428,SUMATERA 1,2,2,3,2,3,2,3,3,3,2,SALES,86.67,Dipertimbangkan
DCX_3429,SUMATERA 1,1,1,2,1,4,2,4,3,3,2,SALES,70.83,Dipertimbangkan
DCX_3430,SUMATERA 1,2,3,3,2,4,2,3,3,2,3,SALES,89.17,Dipertimbangkan
DCX_3431,SUMATERA 1,1,1,2,1,3,2,3,3,4,4,SALES,75.83,Dipertimbangkan
DCX_3432,SUMATERA 1,2,2,2,2,4,2,3,2,3,3,SALES,85,Dipertimbangkan
DCX_3433,SUMATERA 1,1,2,1,1,4,2,4,3,3,3,SALES,75,Dipertimbangkan
DCX_3434,SUMATERA 1,2,2,4,2,3,2,2,3,3,3,SALES,85.83,Dipertimbangkan
DCX_3435,SUMATERA 1,2,2,2,2,2,3,2,2,3,2,SALES,77.5,Dipertimbangkan
DCX_3436,SUMATERA 1,3,3,3,3,3,2,3,3,3,3,SALES,89.17,Dipertimbangkan
DCX_3437,SUMATERA 1,1,1,3,1,4,2,3,3,3,2,SALES,74.17,Dipertimbangkan
DCX_3438,SUMATERA 1,1,1,3,1,3,2,2,2,4,4,SALES,72.5,Dipertimbangkan
DCX_3439,SUMATERA 1,2,1,3,2,2,2,1,3,3,3,SALES,75,Dipertimbangkan
DCX_3440,SUMATERA 1,1,2,2,2,3,2,3,2,4,3,SALES,80,Dipertimbangkan
DCX_3441,SUMATERA 1,2,3,3,2,3,2,3,2,4,3,SALES,88.33,Dipertimbangkan
DCX_3442,SUMATERA 1,1,2,2,1,3,2,3,2,3,3,SALES,72.5,Dipertimbangkan
DCX_3443,SUMATERA 1,2,2,4,3,2,2,1,4,2,3,SALES,77.5,Dipertimbangkan
DCX_3444,SUMATERA 1,2,2,3,2,3,2,2,3,3,3,SALES,85.83,Dipertimbangkan
DCX_3445,SUMATERA 1,1,1,1,1,4,3,3,3,3,3,SALES,73.33,Dipertimbangkan
DCX_3446,SUMATERA 1,1,2,2,1,4,3,3,2,3,3,SALES,78.33,Dipertimbangkan
DCX_3447,SUMATERA 1,3,2,3,3,3,2,3,2,2,2,SALES,80.83,Dipertimbangkan
DCX_3448,SUMATERA 1,2,2,3,2,3,2,3,2,3,3,SALES,85.83,Dipertimbangkan
DCX_3449,SUMATERA 1,2,2,2,2,3,1,3,3,3,2,SALES,80,Dipertimbangkan
DCX_3450,SUMATERA 1,2,2,3,3,2,3,2,2,3,3,SALES,83.33,Dipertimbangkan
DCX_3451,SUMATERA 1,1,2,2,1,3,2,3,3,3,2,SALES,73.33,Dipertimbangkan
DCX_3452,SUMATERA 1,1,1,2,1,3,3,2,2,5,4,SALES,72.5,Dipertimbangkan
DCX_3453,SUMATERA 1,2,2,2,2,2,2,2,2,3,4,SALES,79.17,Dipertimbangkan
DCX_3454,SUMATERA 1,2,2,2,3,2,2,2,2,3,3,SALES,76.67,Dipertimbangkan
DCX_3455,SUMATERA 1,1,1,2,1,3,3,2,3,4,3,SALES,73.33,Dipertimbangkan
DCX_3456,SUMATERA 1,2,2,2,2,4,2,3,3,3,3,SALES,88.33,Dipertimbangkan
DCX_3457,SUMATERA 1,1,1,4,2,2,3,2,3,3,3,SALES,76.67,Dipertimbangkan
DCX_3458,SUMATERA 1,1,2,2,1,3,2,2,4,3,3,SALES,72.5,Dipertimbangkan
DCX_3459,SUMATERA 1,2,2,3,2,2,2,3,2,3,3,SALES,83.33,Dipertimbangkan
DCX_3460,SUMATERA 1,2,2,3,2,3,2,3,3,3,2,SALES,86.67,Dipertimbangkan
DCX_3461,SUMATERA 1,1,1,2,1,4,3,3,3,4,2,SALES,76.67,Dipertimbangkan
DCX_3462,SUMATERA 1,1,2,3,1,3,1,3,3,3,2,SALES,73.33,Dipertimbangkan
DCX_3463,SUMATERA 1,3,3,4,2,4,1,3,3,2,2,SALES,83.33,Dipertimbangkan
DCX_3464,SUMATERA 1,2,2,4,2,2,2,2,4,3,2,SALES,80.83,Dipertimbangkan
DCX_3465,SUMATERA 1,2,2,4,2,3,2,2,2,3,3,SALES,82.5,Dipertimbangkan
DCX_3466,SUMATERA 1,3,2,4,3,2,3,3,2,3,3,SALES,86.67,Dipertimbangkan
DCX_3467,SUMATERA 1,3,3,4,3,3,1,3,3,2,2,SALES,80.83,Dipertimbangkan
DCX_3468,SUMATERA 1,1,2,2,2,4,2,3,3,3,3,SALES,83.33,Dipertimbangkan
DCX_3469,SUMATERA 1,1,1,2,1,3,3,3,2,3,3,SALES,70.83,Dipertimbangkan
DCX_3470,SUMATERA 1,2,2,2,2,3,3,2,3,3,3,SALES,85.83,Dipertimbangkan
DCX_3471,SUMATERA 1,2,1,2,3,4,1,4,2,3,3,SALES,76.67,Dipertimbangkan
DCX_3472,SUMATERA 1,1,1,3,2,4,2,4,3,3,3,SALES,81.67,Dipertimbangkan
DCX_3473,SUMATERA 1,3,3,4,3,2,3,1,2,4,4,SALES,85,Dipertimbangkan
DCX_3474,SUMATERA 1,3,3,4,3,3,3,3,2,3,3,SALES,89.17,Dipertimbangkan
DCX_3475,SUMATERA 1,2,1,2,2,4,2,3,3,2,2,SALES,78.33,Dipertimbangkan
DCX_3476,SUMATERA 1,2,2,2,2,3,3,2,2,3,4,SALES,85,Dipertimbangkan
DCX_3477,SUMATERA 1,2,2,3,1,4,1,3,3,3,2,SALES,80.83,Dipertimbangkan
DCX_3478,SUMATERA 1,1,1,3,1,4,4,2,2,3,3,SALES,73.33,Dipertimbangkan
DCX_3479,SUMATERA 1,3,2,3,3,3,3,3,2,3,3,SALES,89.17,Dipertimbangkan
DCX_3480,SUMATERA 1,2,2,4,3,1,2,2,2,2,2,SALES,72.5,Dipertimbangkan
DCX_3481,SUMATERA 1,2,2,2,3,3,3,2,2,4,4,SALES,87.5,Dipertimbangkan
DCX_3482,SUMATERA 1,1,1,4,1,3,2,3,3,3,2,SALES,71.67,Dipertimbangkan
DCX_3483,SUMATERA 1,2,2,3,2,2,3,2,3,2,3,SALES,84.17,Dipertimbangkan
DCX_3484,SUMATERA 1,2,2,3,1,3,1,3,2,2,2,SALES,72.5,Dipertimbangkan
DCX_3485,SUMATERA 1,2,1,3,2,3,2,3,3,4,4,SALES,89.17,Dipertimbangkan
DCX_3486,SUMATERA 1,3,2,3,3,3,2,2,3,4,3,SALES,88.33,Dipertimbangkan
DCX_3487,SUMATERA 1,3,2,3,3,2,3,2,3,4,3,SALES,89.17,Dipertimbangkan
DCX_3488,SUMATERA 1,2,2,4,2,3,2,1,4,2,3,SALES,80,Dipertimbangkan
DCX_3489,SUMATERA 1,2,2,2,1,2,2,2,3,4,3,SALES,77.5,Dipertimbangkan
DCX_3490,SUMATERA 1,1,2,3,2,1,3,1,2,3,3,SALES,72.5,Dipertimbangkan
DCX_3491,SUMATERA 1,1,1,2,2,4,2,4,3,2,3,SALES,75.83,Dipertimbangkan
DCX_3492,SUMATERA 1,1,2,2,1,4,3,3,3,3,3,SALES,81.67,Dipertimbangkan
DCX_3493,SUMATERA 1,3,2,3,3,3,2,3,3,3,2,SALES,86.67,Dipertimbangkan
DCX_3494,SUMATERA 1,2,1,2,3,4,3,3,2,3,4,SALES,85.83,Dipertimbangkan
DCX_3495,SUMATERA 1,2,2,3,2,3,3,1,3,4,3,SALES,88.33,Dipertimbangkan
DCX_3496,SUMATERA 1,1,1,2,2,3,3,2,3,3,3,SALES,75.83,Dipertimbangkan
DCX_3497,SUMATERA 1,2,2,3,2,3,2,3,3,3,2,SALES,86.67,Dipertimbangkan
DCX_3498,SUMATERA 1,2,2,3,3,2,1,2,3,3,2,SALES,77.5,Dipertimbangkan
DCX_3499,SUMATERA 1,2,2,3,2,4,2,4,3,2,2,SALES,86.67,Dipertimbangkan
DCX_3500,SUMATERA 1,1,1,1,2,3,2,3,3,3,3,SALES,72.5,Dipertimbangkan
DCX_3501,SUMATERA 1,1,2,2,2,3,2,3,2,2,3,SALES,75,Dipertimbangkan
DCX_3502,SUMATERA 1,2,2,4,3,2,4,1,2,3,3,SALES,80,Dipertimbangkan
DCX_3503,SUMATERA 1,3,4,5,3,4,3,4,3,3,4,SALES,83.33,Dipertimbangkan
DCX_3504,SUMATERA 1,3,3,4,3,4,3,5,3,3,4,SALES,83.33,Dipertimbangkan
DCX_3505,SUMATERA 1,3,3,4,3,3,3,2,4,5,5,SALES,85,Dipertimbangkan
DCX_3506,SUMATERA 1,2,2,3,2,4,4,4,3,5,4,SALES,73.33,Dipertimbangkan
DCX_3507,SUMATERA 1,3,3,3,3,5,4,4,4,4,3,SALES,89.17,Dipertimbangkan
DCX_3508,SUMATERA 1,2,3,3,2,4,3,4,3,4,4,SALES,72.5,Dipertimbangkan
DCX_3509,SUMATERA 1,2,2,3,2,4,4,3,4,4,4,SALES,70.83,Dipertimbangkan
DCX_3510,SUMATERA 1,2,2,3,3,4,4,4,4,4,4,SALES,79.17,Dipertimbangkan
DCX_3511,SUMATERA 1,2,3,3,2,4,3,4,4,5,5,SALES,80.83,Dipertimbangkan
DCX_3512,SUMATERA 1,3,2,3,4,4,3,4,4,3,5,SALES,80.83,Dipertimbangkan
DCX_3513,SUMATERA 1,3,3,4,2,5,4,4,3,4,4,SALES,86.67,Dipertimbangkan
DCX_3514,SUMATERA 1,4,3,3,4,5,2,5,3,3,4,SALES,79.17,Dipertimbangkan
DCX_3515,SUMATERA 1,3,3,3,2,4,3,4,4,4,3,SALES,78.33,Dipertimbangkan
DCX_3516,SUMATERA 1,3,3,4,4,5,3,4,4,3,3,SALES,86.67,Dipertimbangkan
DCX_3517,SUMATERA 1,4,2,4,5,4,4,3,4,5,5,SALES,89.17,Dipertimbangkan
DCX_3518,SUMATERA 1,3,3,5,2,4,3,4,4,4,4,SALES,84.17,Dipertimbangkan
DCX_3519,SUMATERA 1,3,2,4,3,4,3,4,3,4,4,SALES,80.83,Dipertimbangkan
DCX_3520,SUMATERA 1,4,3,5,4,5,2,4,5,3,2,SALES,80.83,Dipertimbangkan
DCX_3521,SUMATERA 1,2,2,3,3,4,3,4,3,4,5,SALES,75,Dipertimbangkan
DCX_3522,SUMATERA 1,3,2,4,3,5,4,4,4,4,4,SALES,90,Dipertimbangkan
DCX_3523,SUMATERA 1,3,3,5,3,4,3,4,3,3,3,SALES,80.83,Dipertimbangkan
DCX_3524,SUMATERA 1,3,4,3,3,4,2,4,3,2,3,SALES,71.67,Dipertimbangkan
DCX_3525,SUMATERA 1,2,2,3,2,5,3,5,4,4,3,SALES,70.83,Dipertimbangkan
DCX_3526,SUMATERA 1,2,3,4,2,4,4,4,4,4,4,SALES,82.5,Dipertimbangkan
DCX_3527,SUMATERA 2,1,2,3,1,3,2,4,2,2,2,SALES,70.83,Dipertimbangkan
DCX_3528,SUMATERA 2,1,2,2,1,4,3,3,3,3,3,SALES,81.67,Dipertimbangkan
DCX_3529,SUMATERA 2,2,2,3,2,3,2,2,3,4,2,SALES,85.83,Dipertimbangkan
DCX_3530,SUMATERA 2,1,2,2,1,4,2,4,4,2,2,SALES,73.33,Dipertimbangkan
DCX_3531,SUMATERA 2,1,1,3,2,3,2,2,4,4,3,SALES,78.33,Dipertimbangkan
DCX_3532,SUMATERA 2,2,2,3,1,4,2,3,3,4,3,SALES,89.17,Dipertimbangkan
DCX_3533,SUMATERA 2,1,1,3,1,3,3,3,2,4,3,SALES,76.67,Dipertimbangkan
DCX_3534,SUMATERA 2,1,1,2,2,4,2,3,3,3,3,SALES,78.33,Dipertimbangkan
DCX_3535,SUMATERA 2,2,2,3,1,3,2,3,3,2,3,SALES,81.67,Dipertimbangkan
DCX_3536,SUMATERA 2,3,3,4,3,2,2,1,3,3,3,SALES,80,Dipertimbangkan
DCX_3537,SUMATERA 2,2,2,2,2,4,2,3,3,2,3,SALES,85.83,Dipertimbangkan
DCX_3538,SUMATERA 2,1,2,2,1,4,2,3,3,4,3,SALES,80.83,Dipertimbangkan
DCX_3539,SUMATERA 2,1,1,2,1,3,3,3,2,4,4,SALES,75.83,Dipertimbangkan
DCX_3540,SUMATERA 2,2,2,4,1,2,4,1,2,3,4,SALES,77.5,Dipertimbangkan
DCX_3541,SUMATERA 2,3,4,4,3,2,3,2,1,4,3,SALES,82.5,Dipertimbangkan
DCX_3542,SUMATERA 2,1,2,1,1,3,2,3,3,3,3,SALES,72.5,Dipertimbangkan
DCX_3543,SUMATERA 2,1,2,4,2,3,2,3,3,3,3,SALES,84.17,Dipertimbangkan
DCX_3544,SUMATERA 2,2,2,2,2,1,2,1,2,3,3,SALES,70.83,Dipertimbangkan
DCX_3545,SUMATERA 2,2,2,2,1,3,3,2,2,3,4,SALES,80,Dipertimbangkan
DCX_3546,SUMATERA 2,3,2,2,3,3,3,2,3,3,3,SALES,85.83,Dipertimbangkan
DCX_3547,SUMATERA 2,2,1,2,2,2,2,3,3,3,2,SALES,75.83,Dipertimbangkan
DCX_3548,SUMATERA 2,2,2,2,2,3,2,3,3,3,3,SALES,85.83,Dipertimbangkan
DCX_3549,SUMATERA 2,2,2,3,1,4,1,4,4,3,3,SALES,83.33,Dipertimbangkan
DCX_3550,SUMATERA 2,3,2,2,3,3,3,2,3,3,3,SALES,85.83,Dipertimbangkan
DCX_3551,SUMATERA 2,1,2,2,2,4,2,3,3,2,3,SALES,80.83,Dipertimbangkan
DCX_3552,SUMATERA 2,2,2,4,2,3,3,2,3,3,3,SALES,89.17,Dipertimbangkan
DCX_3553,SUMATERA 2,2,2,3,2,2,1,1,3,3,3,SALES,76.67,Dipertimbangkan
DCX_3554,SUMATERA 2,2,1,4,2,2,2,1,3,3,2,SALES,72.5,Dipertimbangkan
DCX_3555,SUMATERA 2,2,2,3,1,3,3,2,2,5,4,SALES,85.83,Dipertimbangkan
DCX_3556,SUMATERA 2,2,2,3,2,3,2,3,3,2,2,SALES,84.17,Dipertimbangkan
DCX_3557,SUMATERA 2,1,2,2,1,3,3,1,3,3,3,SALES,72.5,Dipertimbangkan
DCX_3558,SUMATERA 2,3,3,3,3,3,2,3,3,2,3,SALES,86.67,Dipertimbangkan
DCX_3559,SUMATERA 2,2,2,1,2,4,2,3,3,3,3,SALES,85,Dipertimbangkan
DCX_3560,SUMATERA 2,1,1,2,1,3,3,2,4,3,3,SALES,70.83,Dipertimbangkan
DCX_3561,SUMATERA 2,1,2,3,1,4,2,3,2,3,3,SALES,78.33,Dipertimbangkan
DCX_3562,SUMATERA 2,2,1,2,2,4,3,3,3,4,3,SALES,89.17,Dipertimbangkan
DCX_3563,SUMATERA 2,2,3,3,3,4,2,4,2,2,3,SALES,85.83,Dipertimbangkan
DCX_3564,SUMATERA 2,2,2,1,2,2,1,3,2,2,3,SALES,70.83,Dipertimbangkan
DCX_3565,SUMATERA 2,1,1,3,2,3,3,2,4,3,3,SALES,79.17,Dipertimbangkan
DCX_3566,SUMATERA 2,1,1,2,1,4,2,4,3,3,3,SALES,73.33,Dipertimbangkan
DCX_3567,SUMATERA 2,2,3,3,3,3,2,2,2,2,3,SALES,80,Dipertimbangkan
DCX_3568,SUMATERA 2,2,2,3,2,3,1,3,3,3,1,SALES,80.83,Dipertimbangkan
DCX_3569,SUMATERA 2,1,1,3,2,3,2,3,3,2,3,SALES,76.67,Dipertimbangkan
DCX_3570,SUMATERA 2,2,3,2,2,3,3,2,3,3,3,SALES,85.83,Dipertimbangkan
DCX_3571,SUMATERA 2,2,1,3,3,3,3,2,4,3,3,SALES,84.17,Dipertimbangkan
DCX_3572,SUMATERA 2,2,2,3,2,2,3,1,2,3,3,SALES,80,Dipertimbangkan
DCX_3573,SUMATERA 2,2,1,3,2,4,1,3,3,3,2,SALES,80.83,Dipertimbangkan
DCX_3574,SUMATERA 2,1,2,3,1,2,3,1,3,3,4,SALES,75.83,Dipertimbangkan
DCX_3575,SUMATERA 2,2,2,3,2,3,3,2,2,3,4,SALES,88.33,Dipertimbangkan
DCX_3576,SUMATERA 2,1,2,2,1,4,1,3,3,2,3,SALES,72.5,Dipertimbangkan
DCX_3577,SUMATERA 2,2,1,3,3,3,3,3,3,3,4,SALES,90,Dipertimbangkan
DCX_3578,SUMATERA 2,2,2,3,2,2,3,2,3,3,3,SALES,86.67,Dipertimbangkan
DCX_3579,SUMATERA 2,2,1,2,2,4,3,3,2,3,2,SALES,80.83,Dipertimbangkan
DCX_3580,SUMATERA 2,1,1,3,2,4,3,3,3,3,3,SALES,85,Dipertimbangkan
DCX_3581,SUMATERA 2,1,1,2,2,3,3,3,2,4,3,SALES,78.33,Dipertimbangkan
DCX_3582,SUMATERA 2,2,2,4,2,4,2,4,3,3,2,SALES,89.17,Dipertimbangkan
DCX_3583,SUMATERA 2,3,2,3,4,3,2,3,3,3,2,SALES,86.67,Dipertimbangkan
DCX_3584,SUMATERA 2,2,2,2,3,3,3,2,3,3,3,SALES,85.83,Dipertimbangkan
DCX_3585,SUMATERA 2,2,2,3,2,3,3,2,2,3,3,SALES,85.83,Dipertimbangkan
DCX_3586,SUMATERA 2,2,2,3,2,4,1,3,3,3,2,SALES,85.83,Dipertimbangkan
DCX_3587,SUMATERA 2,2,1,3,2,4,2,3,4,3,2,SALES,84.17,Dipertimbangkan
DCX_3588,SUMATERA 2,2,2,4,2,3,3,2,3,3,3,SALES,89.17,Dipertimbangkan
DCX_3589,SUMATERA 2,1,1,2,1,4,2,4,3,3,3,SALES,73.33,Dipertimbangkan
DCX_3590,SUMATERA 2,1,2,3,1,3,2,4,3,3,2,SALES,76.67,Dipertimbangkan
DCX_3591,SUMATERA 2,2,1,3,2,3,1,2,3,2,2,SALES,72.5,Dipertimbangkan
DCX_3592,SUMATERA 2,1,2,3,1,3,2,3,2,3,3,SALES,75.83,Dipertimbangkan
DCX_3593,SUMATERA 2,1,2,2,1,3,2,2,3,3,3,SALES,72.5,Dipertimbangkan
DCX_3594,SUMATERA 2,2,2,3,2,2,3,2,1,3,4,SALES,82.5,Dipertimbangkan
DCX_3595,SUMATERA 2,1,1,3,2,4,2,3,3,3,3,SALES,81.67,Dipertimbangkan
DCX_3596,SUMATERA 2,1,1,3,1,4,2,3,3,3,2,SALES,74.17,Dipertimbangkan
DCX_3597,SUMATERA 2,1,1,3,1,3,2,4,2,3,4,SALES,73.33,Dipertimbangkan
DCX_3598,SUMATERA 2,1,1,3,2,3,2,3,3,3,3,SALES,79.17,Dipertimbangkan
DCX_3599,SUMATERA 2,2,2,3,3,2,3,1,2,2,3,SALES,77.5,Dipertimbangkan
DCX_3600,SUMATERA 2,1,1,2,1,3,3,3,3,4,3,SALES,76.67,Dipertimbangkan
DCX_3601,SUMATERA 2,2,1,3,2,3,2,2,3,4,3,SALES,83.33,Dipertimbangkan
DCX_3602,SUMATERA 2,3,3,3,3,3,2,3,2,2,2,SALES,80.83,Dipertimbangkan
DCX_3603,SUMATERA 2,3,2,3,3,4,2,4,3,3,2,SALES,89.17,Dipertimbangkan
DCX_3604,SUMATERA 2,2,2,3,2,3,1,3,3,2,2,SALES,80.83,Dipertimbangkan
DCX_3605,SUMATERA 2,2,1,2,2,3,2,4,3,3,2,SALES,78.33,Dipertimbangkan
DCX_3606,SUMATERA 2,2,1,4,2,3,2,3,2,2,2,SALES,75.83,Dipertimbangkan
DCX_3607,SUMATERA 2,1,2,2,1,2,2,3,3,3,3,SALES,73.33,Dipertimbangkan
DCX_3608,SUMATERA 2,2,3,3,2,3,2,3,2,3,3,SALES,85.83,Dipertimbangkan
DCX_3609,SUMATERA 2,2,1,3,3,3,1,3,3,3,2,SALES,78.33,Dipertimbangkan
DCX_3610,SUMATERA 2,1,1,2,1,4,3,3,3,3,3,SALES,76.67,Dipertimbangkan
DCX_3611,SUMATERA 2,3,2,3,3,3,3,3,3,2,3,SALES,90,Dipertimbangkan
DCX_3612,SUMATERA 2,2,2,2,2,3,3,3,3,3,3,SALES,89.17,Dipertimbangkan
DCX_3613,SUMATERA 2,2,2,4,2,4,2,3,2,3,3,SALES,88.33,Dipertimbangkan
DCX_3614,SUMATERA 2,2,1,4,3,3,2,3,3,3,2,SALES,81.67,Dipertimbangkan
DCX_3615,SUMATERA 2,1,1,3,2,4,2,3,3,4,3,SALES,84.17,Dipertimbangkan
DCX_3616,SUMATERA 2,2,2,3,1,4,2,3,4,3,3,SALES,86.67,Dipertimbangkan
DCX_3617,SUMATERA 2,2,2,2,1,3,2,3,2,3,3,SALES,77.5,Dipertimbangkan
DCX_3618,SUMATERA 2,2,2,2,2,4,2,4,2,3,4,SALES,87.5,Dipertimbangkan
DCX_3619,SUMATERA 2,3,2,3,4,3,3,3,2,3,3,SALES,89.17,Dipertimbangkan
DCX_3620,SUMATERA 2,2,2,4,1,3,1,3,3,3,3,SALES,80.83,Dipertimbangkan
DCX_3621,SUMATERA 2,1,2,2,1,2,3,3,2,3,3,SALES,73.33,Dipertimbangkan
DCX_3622,SUMATERA 2,2,2,3,1,3,2,4,2,3,3,SALES,80.83,Dipertimbangkan
DCX_3623,SUMATERA 2,2,2,2,1,4,2,3,3,4,3,SALES,85.83,Dipertimbangkan
DCX_3624,SUMATERA 2,2,2,3,2,3,2,3,2,3,3,SALES,85.83,Dipertimbangkan
DCX_3625,SUMATERA 2,3,3,4,3,4,3,3,4,4,4,SALES,85.83,Dipertimbangkan
DCX_3626,SUMATERA 2,2,2,4,2,4,3,4,4,4,4,SALES,74.17,Dipertimbangkan
DCX_3627,SUMATERA 2,3,3,4,3,4,3,2,4,5,5,SALES,87.5,Dipertimbangkan
DCX_3628,SUMATERA 2,4,4,5,4,3,4,2,5,4,4,SALES,83.33,Dipertimbangkan
DCX_3629,SUMATERA 2,3,3,4,3,4,3,4,3,3,4,SALES,83.33,Dipertimbangkan
DCX_3630,SUMATERA 2,4,4,4,4,4,3,3,3,5,4,SALES,85,Dipertimbangkan
